PERIODO,TERRITORIO,PATOLOGIA,MASCHI,FEMMINE
2009-2017,084040,Malattie del sistema osteomuscolare e del tessuto connettivo,3,4
2009-2017,084040,Artrite reumatoide e osteoartrite,2,2
2009-2017,084040,Malattie del sistema genitourinario,9,6
2009-2017,084040,Malattie del rene e dell'uretere,9,6
2009-2017,084040,Malformazioni congenite e anormalità cromosomiche,2,1
2009-2017,084040,Malformazioni congenite del sistema nervoso,1,1
2009-2017,084040,Malformazioni congenite del sistema circolatorio,1,0
2009-2017,084040,"Sintomi, segni, risultati anomali e cause mal definite",7,18
2009-2017,084040,Cause esterne di traumatismo e avvelenamento,8,0
2009-2017,084040,Accidenti,6,0
2009-2017,084040,Accidenti di trasporto,1,0
2009-2017,084040,Cadute accidentali,3,0
2009-2017,084040,Suicidio e autolesione intenzionale,2,0
2009-2017,084041,Malattie infettive e parassitarie,9,7
2009-2017,084041,Tubercolosi,1,0
2009-2017,084041,Epatite virale,1,1
2009-2017,084041,Tumore,544,389
2009-2017,084041,Tumori maligni,540,380
2009-2017,084041,"Tumori maligni delle labbra, cavità orale e faringe",11,4
2009-2017,084041,Tumori maligni dell'esofago,2,2
2009-2017,084041,Tumori maligni dello stomaco,27,16
2009-2017,084041,Tumori maligni del colon,59,40
2009-2017,084041,Tumori maligni del retto e dell'ano,9,10
2009-2017,084041,Tumori maligni del fegato e dei dotti biliari intraepatici,25,15
2009-2017,084041,Tumori maligni del pancreas,29,16
2009-2017,084041,Tumori maligni della laringe e della trachea/bronchi/polm.,136,38
2009-2017,084041,Tumori maligni della cute,10,4
2009-2017,084041,Tumori maligni del seno,0,74
2009-2017,084041,Tumori maligni della cervice uterina,0,1
2009-2017,084041,Tumori maligni di altre parti dell'utero,0,29
2009-2017,084041,Tumori maligni dell'ovaio,0,20
2009-2017,084041,Tumori maligni della prostata,60,0
2009-2017,084041,Tumori maligni del rene,11,6
2009-2017,084041,Tumori maligni della vescica,35,6
2009-2017,084041,Tumori maligni del tessuto linfatico/ematopoietico,48,31
2009-2017,084041,Mal. del sangue e degli organi ematop. ed alc. dist. imm.,12,9
2009-2017,084041,"Malattie endocrine, nutrizionali e metaboliche",120,165
2009-2017,084041,Diabete mellito,109,150
2009-2017,084041,Disturbi psichici e comportamentali,68,92
2009-2017,084041,Abuso di alcool (compresa psicosi alcolica),2,2
2009-2017,084041,"Dipendenza da droghe, tossicomania",1,0
2009-2017,084041,Malattie del sistema nervoso e degli organi di senso,76,88
2009-2017,084041,Meningite (diverso da 03),0,1
2009-2017,084041,Malattie del sistema circolatorio,721,809
2009-2017,084041,Malattie ischemiche del cuore,198,154
2009-2017,084041,Altre malattie del cuore,119,108
2009-2017,084041,Malattie cerebrovascolari,188,273
2009-2017,084041,Malattie del sistema respiratorio,116,63
2009-2017,084041,Polmonite,14,8
2009-2017,084041,Malattie croniche delle basse vie respiratorie,81,39
2009-2017,084041,Asma,4,1
2009-2017,084041,Malattie dell'apparato digerente,57,35
2009-2017,084041,"Ulcera dello stomaco, duodeno e digiuno",1,0
2009-2017,084041,Malattie epatiche croniche,25,11
2009-2017,084041,Malattie della pelle e del tessuto sottocutaneo,1,2
2009-2017,084041,Malattie del sistema osteomuscolare e del tessuto connettivo,1,12
2009-2017,084041,Artrite reumatoide e osteoartrite,1,5
2009-2017,084041,Malattie del sistema genitourinario,43,41
2009-2017,084041,Malattie del rene e dell'uretere,40,41
2009-2017,084041,Alcune condizioni che hanno origine nel periodo perinatale,3,3
2009-2017,084041,Malformazioni congenite e anormalità cromosomiche,5,3
2009-2017,084041,Malformazioni congenite del sistema nervoso,3,0
2009-2017,084041,Malformazioni congenite del sistema circolatorio,1,2
2009-2017,084041,"Sintomi, segni, risultati anomali e cause mal definite",26,19
2009-2017,084041,Cause esterne di traumatismo e avvelenamento,56,45
2009-2017,084041,Accidenti,37,43
2009-2017,084041,Accidenti di trasporto,9,4
2009-2017,084041,Cadute accidentali,23,35
2009-2017,084041,Suicidio e autolesione intenzionale,19,2
2009-2017,084042,Malattie infettive e parassitarie,1,0
2009-2017,084042,Epatite virale,1,0
2009-2017,084042,Tumore,62,28
2009-2017,084042,Tumori maligni,62,28
2009-2017,084042,"Tumori maligni delle labbra, cavità orale e faringe",1,0
2009-2017,084042,Tumori maligni dell'esofago,2,0
2009-2017,084042,Tumori maligni dello stomaco,7,3
2009-2017,084042,Tumori maligni del colon,5,1
2009-2017,084042,Tumori maligni del retto e dell'ano,0,1
2009-2017,084042,Tumori maligni del fegato e dei dotti biliari intraepatici,1,1
2009-2017,084042,Tumori maligni del pancreas,4,7
2009-2017,084042,Tumori maligni della laringe e della trachea/bronchi/polm.,15,1
2009-2017,084042,Tumori maligni della cute,1,0
2009-2017,084042,Tumori maligni del seno,0,3
2009-2017,084042,Tumori maligni di altre parti dell'utero,0,1
2009-2017,084042,Tumori maligni dell'ovaio,0,2
2009-2017,084042,Tumori maligni della prostata,7,0
2009-2017,084042,Tumori maligni del rene,0,1
2009-2017,084042,Tumori maligni della vescica,3,0
2009-2017,084042,Tumori maligni del tessuto linfatico/ematopoietico,8,1
2009-2017,084042,"Malattie endocrine, nutrizionali e metaboliche",19,32
2009-2017,084042,Diabete mellito,18,26
2009-2017,084042,Disturbi psichici e comportamentali,4,9
2009-2017,084042,Malattie del sistema nervoso e degli organi di senso,6,8
2009-2017,084042,Malattie del sistema circolatorio,91,122
2009-2017,084042,Malattie ischemiche del cuore,27,14
2009-2017,084042,Altre malattie del cuore,13,22
2009-2017,084042,Malattie cerebrovascolari,14,22
2009-2017,084042,Malattie del sistema respiratorio,18,10
2009-2017,084042,Polmonite,3,3
2009-2017,084042,Malattie croniche delle basse vie respiratorie,12,5
2009-2017,084042,Malattie dell'apparato digerente,4,5
2009-2017,084042,Malattie epatiche croniche,1,2
2009-2017,084042,Malattie del sistema osteomuscolare e del tessuto connettivo,0,1
2009-2017,084042,Malattie del sistema genitourinario,6,16
2009-2017,084042,Malattie del rene e dell'uretere,6,15
2009-2017,084042,Alcune condizioni che hanno origine nel periodo perinatale,0,2
2009-2017,084042,Malformazioni congenite e anormalità cromosomiche,2,0
2009-2017,084042,Malformazioni congenite del sistema nervoso,2,0
2009-2017,084042,"Sintomi, segni, risultati anomali e cause mal definite",2,0
2009-2017,084042,Cause esterne di traumatismo e avvelenamento,11,3
2009-2017,084042,Accidenti,8,3
2009-2017,084042,Accidenti di trasporto,3,0
2009-2017,084042,Cadute accidentali,3,2
2009-2017,084042,Suicidio e autolesione intenzionale,2,0
2009-2017,084042,"Omicidio, aggressione",1,0
2009-2017,084043,Tumore,26,11
2009-2017,084043,Tumori maligni,26,11
2009-2017,084043,Tumori maligni del colon,3,1
2009-2017,084043,Tumori maligni del retto e dell'ano,3,0
2009-2017,084043,Tumori maligni del fegato e dei dotti biliari intraepatici,2,0
2009-2017,084043,Tumori maligni del pancreas,0,1
2009-2017,084043,Tumori maligni della laringe e della trachea/bronchi/polm.,5,0
2009-2017,084043,Tumori maligni del seno,0,4
2009-2017,084043,Tumori maligni dell'ovaio,0,1
2009-2017,084043,Tumori maligni della prostata,2,0
2009-2017,084043,Tumori maligni della vescica,2,0
2009-2017,084043,Tumori maligni del tessuto linfatico/ematopoietico,6,3
2009-2017,084043,Mal. del sangue e degli organi ematop. ed alc. dist. imm.,1,1
2009-2017,084043,"Malattie endocrine, nutrizionali e metaboliche",6,13
2009-2017,084043,Diabete mellito,5,12
2009-2017,084043,Disturbi psichici e comportamentali,1,9
2009-2017,084043,Malattie del sistema nervoso e degli organi di senso,4,4
2009-2017,084043,Malattie del sistema circolatorio,41,54
2009-2017,084043,Malattie ischemiche del cuore,23,23
2009-2017,084043,Altre malattie del cuore,4,6
2009-2017,084043,Malattie cerebrovascolari,9,18
2009-2017,084043,Malattie del sistema respiratorio,7,3
2009-2017,084043,Malattie croniche delle basse vie respiratorie,7,2
2009-2017,084043,Malattie dell'apparato digerente,1,0
2009-2017,084043,Malattie del sistema osteomuscolare e del tessuto connettivo,1,0
2009-2017,084043,Artrite reumatoide e osteoartrite,1,0
2009-2017,084043,Malattie del sistema genitourinario,1,1
2009-2017,084043,Malattie del rene e dell'uretere,1,1
2009-2017,084043,Alcune condizioni che hanno origine nel periodo perinatale,2,0
2009-2017,084043,"Sintomi, segni, risultati anomali e cause mal definite",0,1
2009-2017,084043,Cause esterne di traumatismo e avvelenamento,5,0
2009-2017,084043,Accidenti,4,0
2009-2017,084043,Accidenti di trasporto,2,0
2009-2017,084043,Cadute accidentali,2,0
2009-2017,084043,Suicidio e autolesione intenzionale,1,0
2009-2017,085001,Malattie infettive e parassitarie,1,0
2009-2017,085001,Tumore,16,11
2009-2017,085001,Tumori maligni,15,11
2009-2017,085001,"Tumori maligni delle labbra, cavità orale e faringe",1,0
2009-2017,085001,Tumori maligni dello stomaco,0,2
2009-2017,085001,Tumori maligni del colon,1,0
2009-2017,085001,Tumori maligni del retto e dell'ano,1,0
2009-2017,085001,Tumori maligni del fegato e dei dotti biliari intraepatici,1,0
2009-2017,085001,Tumori maligni della laringe e della trachea/bronchi/polm.,4,1
2009-2017,085001,Tumori maligni del seno,0,2
2009-2017,085001,Tumori maligni di altre parti dell'utero,0,1
2009-2017,085001,Tumori maligni dell'ovaio,0,1
2009-2017,085001,Tumori maligni della prostata,4,0
2009-2017,085001,Tumori maligni della vescica,0,1
2009-2017,085001,Tumori maligni del tessuto linfatico/ematopoietico,2,0
2009-2017,085001,Mal. del sangue e degli organi ematop. ed alc. dist. imm.,1,1
2009-2017,085001,"Malattie endocrine, nutrizionali e metaboliche",1,0
2009-2017,085001,Diabete mellito,1,0
2009-2017,085001,Disturbi psichici e comportamentali,0,2
2009-2017,085001,Malattie del sistema nervoso e degli organi di senso,2,2
2009-2017,085001,Malattie del sistema circolatorio,37,33
2009-2017,085001,Malattie ischemiche del cuore,6,8
2009-2017,085001,Altre malattie del cuore,7,5
2009-2017,085001,Malattie cerebrovascolari,11,13
2009-2017,085001,Malattie del sistema respiratorio,3,2
2009-2017,085001,Polmonite,0,1
2009-2017,085001,Malattie croniche delle basse vie respiratorie,2,1
2009-2017,085001,Malattie dell'apparato digerente,4,3
2009-2017,085001,Malattie epatiche croniche,1,1
2009-2017,085001,Malattie del sistema osteomuscolare e del tessuto connettivo,0,2
2009-2017,085001,Malattie del sistema genitourinario,1,0
2009-2017,085001,Malattie del rene e dell'uretere,1,0
2009-2017,085001,Malformazioni congenite e anormalità cromosomiche,1,0
2009-2017,085001,"Sintomi, segni, risultati anomali e cause mal definite",7,6
2009-2017,085001,Cause esterne di traumatismo e avvelenamento,5,4
2009-2017,085001,Accidenti,3,4
2009-2017,085001,Accidenti di trasporto,1,0
2009-2017,085001,Cadute accidentali,2,4
2009-2017,085001,Suicidio e autolesione intenzionale,2,0
2009-2017,085002,Tumore,12,7
2009-2017,085002,Tumori maligni,11,7
2009-2017,085002,"Tumori maligni delle labbra, cavità orale e faringe",0,1
2009-2017,085002,Tumori maligni dello stomaco,2,0
2009-2017,085002,Tumori maligni del colon,0,1
2009-2017,085002,Tumori maligni del pancreas,1,0
2009-2017,085002,Tumori maligni della laringe e della trachea/bronchi/polm.,3,1
2009-2017,085002,Tumori maligni del seno,0,2
2009-2017,085002,Tumori maligni di altre parti dell'utero,0,1
2009-2017,085002,Tumori maligni della prostata,1,0
2009-2017,085002,Tumori maligni del tessuto linfatico/ematopoietico,3,1
2009-2017,085002,Disturbi psichici e comportamentali,1,0
2009-2017,085002,Malattie del sistema nervoso e degli organi di senso,0,1
2009-2017,085002,Malattie del sistema circolatorio,24,27
2009-2017,085002,Malattie ischemiche del cuore,10,10
2009-2017,085002,Altre malattie del cuore,4,1
2009-2017,085002,Malattie cerebrovascolari,8,11
2009-2017,085002,Malattie del sistema respiratorio,1,3
2009-2017,085002,Malattie croniche delle basse vie respiratorie,0,2
2009-2017,085002,Malattie dell'apparato digerente,1,0
2009-2017,085002,Malattie epatiche croniche,1,0
2009-2017,085002,"Sintomi, segni, risultati anomali e cause mal definite",3,5
2009-2017,085002,Cause esterne di traumatismo e avvelenamento,1,0
2009-2017,085002,Accidenti,1,0
2009-2017,085002,Cadute accidentali,1,0
2009-2017,085003,Malattie infettive e parassitarie,1,2
2009-2017,085003,Tumore,69,55
2009-2017,085003,Tumori maligni,67,50
2009-2017,085003,"Tumori maligni delle labbra, cavità orale e faringe",4,1
2009-2017,085003,Tumori maligni dello stomaco,4,4
2009-2017,085003,Tumori maligni del colon,5,11
2009-2017,085003,Tumori maligni del retto e dell'ano,1,2
2009-2017,085003,Tumori maligni del fegato e dei dotti biliari intraepatici,6,3
2009-2017,085003,Tumori maligni del pancreas,2,3
2009-2017,085003,Tumori maligni della laringe e della trachea/bronchi/polm.,17,2
2009-2017,085003,Tumori maligni della cute,0,1
2009-2017,085003,Tumori maligni del seno,0,8
2009-2017,085003,Tumori maligni di altre parti dell'utero,0,1
2009-2017,085003,Tumori maligni dell'ovaio,0,3
2009-2017,085003,Tumori maligni della prostata,10,0
2009-2017,085003,Tumori maligni della vescica,4,1
2009-2017,085003,Tumori maligni del tessuto linfatico/ematopoietico,6,6
2009-2017,085003,Mal. del sangue e degli organi ematop. ed alc. dist. imm.,3,4
2009-2017,085003,"Malattie endocrine, nutrizionali e metaboliche",7,7
2009-2017,085003,Diabete mellito,7,4
2009-2017,085003,Disturbi psichici e comportamentali,4,6
2009-2017,085003,Malattie del sistema nervoso e degli organi di senso,8,8
2009-2017,085003,Malattie del sistema circolatorio,126,168
2009-2017,085003,Malattie ischemiche del cuore,18,24
2009-2017,085003,Altre malattie del cuore,27,47
2009-2017,085003,Malattie cerebrovascolari,57,60
2009-2017,085003,Malattie del sistema respiratorio,25,12
2009-2017,085003,Polmonite,5,3
2009-2017,085003,Malattie croniche delle basse vie respiratorie,14,4
2009-2017,085003,Malattie dell'apparato digerente,16,9
2009-2017,085003,Malattie epatiche croniche,8,3
2009-2017,085003,Malattie del sistema osteomuscolare e del tessuto connettivo,1,2
2009-2017,085003,Artrite reumatoide e osteoartrite,0,1
2009-2017,085003,Malattie del sistema genitourinario,15,11
2009-2017,085003,Malattie del rene e dell'uretere,13,11
2009-2017,085003,Malformazioni congenite e anormalità cromosomiche,1,1
2009-2017,085003,"Sintomi, segni, risultati anomali e cause mal definite",7,8
2009-2017,085003,Cause esterne di traumatismo e avvelenamento,6,6
2009-2017,085003,Accidenti,6,6
2009-2017,085003,Accidenti di trasporto,4,0
2009-2017,085003,Cadute accidentali,2,6
2009-2017,085004,Malattie infettive e parassitarie,19,28
2009-2017,085004,Tubercolosi,2,0
2009-2017,085004,Epatite virale,0,1
2009-2017,085004,Tumore,796,665
2009-2017,085004,Tumori maligni,767,636
2009-2017,085004,"Tumori maligni delle labbra, cavità orale e faringe",17,16
2009-2017,085004,Tumori maligni dell'esofago,4,4
2009-2017,085004,Tumori maligni dello stomaco,30,14
2009-2017,085004,Tumori maligni del colon,77,88
2009-2017,085004,Tumori maligni del retto e dell'ano,15,11
2009-2017,085004,Tumori maligni del fegato e dei dotti biliari intraepatici,53,28
2009-2017,085004,Tumori maligni del pancreas,44,58
2009-2017,085004,Tumori maligni della laringe e della trachea/bronchi/polm.,239,68
2009-2017,085004,Tumori maligni della cute,11,5
2009-2017,085004,Tumori maligni del seno,0,110
2009-2017,085004,Tumori maligni della cervice uterina,0,4
2009-2017,085004,Tumori maligni di altre parti dell'utero,0,45
2009-2017,085004,Tumori maligni dell'ovaio,0,34
2009-2017,085004,Tumori maligni della prostata,78,0
2009-2017,085004,Tumori maligni del rene,3,0
2009-2017,085004,Tumori maligni della vescica,34,18
2009-2017,085004,Tumori maligni del tessuto linfatico/ematopoietico,63,47
2009-2017,085004,Mal. del sangue e degli organi ematop. ed alc. dist. imm.,14,30
2009-2017,085004,"Malattie endocrine, nutrizionali e metaboliche",79,100
2009-2017,085004,Diabete mellito,70,90
2009-2017,085004,Disturbi psichici e comportamentali,50,107
2009-2017,085004,Abuso di alcool (compresa psicosi alcolica),1,0
2009-2017,085004,Malattie del sistema nervoso e degli organi di senso,109,150
2009-2017,085004,Meningite (diverso da 03),0,2
2009-2017,085004,Malattie del sistema circolatorio,1071,1469
2009-2017,085004,Malattie ischemiche del cuore,280,233
2009-2017,085004,Altre malattie del cuore,241,327
2009-2017,085004,Malattie cerebrovascolari,316,540
2009-2017,085004,Malattie del sistema respiratorio,263,157
2009-2017,085004,Polmonite,35,42
2009-2017,085004,Malattie croniche delle basse vie respiratorie,174,62
2009-2017,085004,Asma,0,2
2009-2017,085004,Malattie dell'apparato digerente,117,116
2009-2017,085004,"Ulcera dello stomaco, duodeno e digiuno",3,4
2009-2017,085004,Malattie epatiche croniche,61,56
2009-2017,085004,Malattie della pelle e del tessuto sottocutaneo,1,0
2009-2017,085004,Malattie del sistema osteomuscolare e del tessuto connettivo,2,13
2009-2017,085004,Artrite reumatoide e osteoartrite,0,7
2009-2017,085004,Malattie del sistema genitourinario,53,69
2009-2017,085004,Malattie del rene e dell'uretere,52,68
2009-2017,085004,Alcune condizioni che hanno origine nel periodo perinatale,11,8
2009-2017,085004,Malformazioni congenite e anormalità cromosomiche,12,12
2009-2017,085004,Malformazioni congenite del sistema nervoso,1,0
2009-2017,085004,Malformazioni congenite del sistema circolatorio,2,4
2009-2017,085004,"Sintomi, segni, risultati anomali e cause mal definite",37,70
2009-2017,085004,Cause esterne di traumatismo e avvelenamento,120,103
2009-2017,085004,Accidenti,84,91
2009-2017,085004,Accidenti di trasporto,15,5
2009-2017,085004,Cadute accidentali,45,76
2009-2017,085004,Avvelenamento accidentale,2,2
2009-2017,085004,Suicidio e autolesione intenzionale,32,12
